#abgabe.csv
#Tobias
#Scharsching
#12123692
group,number,duration,size
Closest Pair: set1 - Brute Force,807,28012400,3900
Closest Pair: set1 - Brute Force,808,31852200,4000
Closest Pair: set1 - Brute Force,809,38854600,4100
Closest Pair: set1 - Brute Force,810,40548100,4200
Closest Pair: set1 - Brute Force,811,35052000,4300
Closest Pair: set1 - Brute Force,812,40695200,4400
Closest Pair: set1 - Brute Force,813,41634800,4500
Closest Pair: set1 - Brute Force,814,46677400,4600
Closest Pair: set1 - Brute Force,815,45885400,4700
Closest Pair: set1 - Brute Force,816,49791700,4800
Closest Pair: set1 - Brute Force,817,48611400,4900
Closest Pair: set1 - Brute Force,818,51337400,5000
Closest Pair: set1 - Brute Force,819,52477800,5100
Closest Pair: set1 - Brute Force,820,54801800,5200
Closest Pair: set1 - Brute Force,821,56563200,5300
Closest Pair: set1 - Brute Force,822,57798900,5400
Closest Pair: set1 - Brute Force,823,63881500,5500
Closest Pair: set1 - Brute Force,824,63356000,5600
Closest Pair: set1 - Brute Force,825,68401100,5700
Closest Pair: set1 - Brute Force,826,69061800,5800
Closest Pair: set1 - Brute Force,827,72198700,5900
Closest Pair: set1 - Brute Force,828,72236600,6000
Closest Pair: set1 - Brute Force,829,77071900,6100
Closest Pair: set1 - Brute Force,830,78557600,6200
Closest Pair: set1 - Brute Force,831,81249800,6300
Closest Pair: set1 - Brute Force,832,88974800,6400
Closest Pair: set1 - Brute Force,833,86174400,6500
Closest Pair: set1 - Brute Force,834,95348300,6600
Closest Pair: set1 - Brute Force,835,93046900,6700
Closest Pair: set1 - Brute Force,836,102153800,6800
Closest Pair: set1 - Brute Force,837,97850100,6900
Closest Pair: set1 - Brute Force,838,104248300,7000
Closest Pair: set1 - Brute Force,839,101080600,7100
Closest Pair: set1 - Brute Force,840,103290300,7200
Closest Pair: set1 - Brute Force,841,109873900,7300
Closest Pair: set1 - Brute Force,842,116431100,7400
Closest Pair: set1 - Brute Force,843,113054500,7500
Closest Pair: set1 - Brute Force,844,124645500,7600
Closest Pair: set1 - Brute Force,845,124690300,7700
Closest Pair: set1 - Brute Force,846,149025000,7800
Closest Pair: set1 - Brute Force,847,158200200,7900
Closest Pair: set1 - Brute Force,848,133244700,8000
Closest Pair: set1 - Brute Force,849,143807100,8100
Closest Pair: set1 - Brute Force,850,152201700,8200
Closest Pair: set1 - Brute Force,851,151708500,8300
Closest Pair: set1 - Brute Force,852,145773200,8400
Closest Pair: set1 - Brute Force,853,150236500,8500
Closest Pair: set1 - Brute Force,854,157391600,8600
Closest Pair: set1 - Brute Force,855,152297600,8700
Closest Pair: set1 - Brute Force,856,154352700,8800
Closest Pair: set1 - Brute Force,857,166553700,8900
Closest Pair: set1 - Brute Force,858,167983100,9000
Closest Pair: set1 - Brute Force,859,171336200,9100
Closest Pair: set1 - Brute Force,860,176965100,9200
Closest Pair: set1 - Brute Force,861,181021400,9300
Closest Pair: set1 - Brute Force,862,183191100,9400
Closest Pair: set1 - Brute Force,863,208409200,9500
Closest Pair: set1 - Brute Force,864,198493000,9600
Closest Pair: set1 - Brute Force,865,201091600,9700
Closest Pair: set1 - Brute Force,866,213976400,9800
Closest Pair: set1 - Brute Force,867,202163600,9900
Closest Pair: set1 - Brute Force,868,212604000,10000
Closest Pair: set2 - Random,869,56900,100
Closest Pair: set2 - Random,870,143900,200
Closest Pair: set2 - Random,871,116800,300
Closest Pair: set2 - Random,872,176700,400
Closest Pair: set2 - Random,873,237600,500
Closest Pair: set2 - Random,874,303600,600
Closest Pair: set2 - Random,875,371300,700
Closest Pair: set2 - Random,876,508000,800
Closest Pair: set2 - Random,877,578000,900
Closest Pair: set2 - Random,878,790700,1000
Closest Pair: set2 - Random,879,762000,1100
Closest Pair: set2 - Random,880,894800,1200
Closest Pair: set2 - Random,881,991500,1300
Closest Pair: set2 - Random,882,1165300,1400
Closest Pair: set2 - Random,883,3967300,1500
Closest Pair: set2 - Random,884,1720600,1600
Closest Pair: set2 - Random,885,1910200,1700
Closest Pair: set2 - Random,886,2090600,1800
Closest Pair: set2 - Random,887,2132500,1900
Closest Pair: set2 - Random,888,2128600,2000
Closest Pair: set2 - Random,889,2741500,2100
Closest Pair: set2 - Random,890,2696800,2200
Closest Pair: set2 - Random,891,2854300,2300
Closest Pair: set2 - Random,892,3021300,2400
Closest Pair: set2 - Random,893,4735500,2500
Closest Pair: set2 - Random,894,3473300,2600
Closest Pair: set2 - Random,895,4486500,2700
Closest Pair: set2 - Random,896,4626300,2800
Closest Pair: set2 - Random,897,4684600,2900
Closest Pair: set2 - Random,898,6187500,3000
Closest Pair: set2 - Random,899,5236300,3100
Closest Pair: set2 - Random,900,5930200,3200
Closest Pair: set2 - Random,901,7482000,3300
Closest Pair: set2 - Random,902,6178800,3400
Closest Pair: set2 - Random,903,7693000,3500
Closest Pair: set2 - Random,904,6799600,3600
Closest Pair: set2 - Random,905,7518500,3700
Closest Pair: set2 - Random,906,8875700,3800
Closest Pair: set2 - Random,907,7747000,3900
Closest Pair: set2 - Random,908,8379200,4000
Closest Pair: set2 - Random,909,9680200,4100
Closest Pair: set2 - Random,910,9054400,4200
Closest Pair: set2 - Random,911,10013800,4300
Closest Pair: set2 - Random,912,9866200,4400
Closest Pair: set2 - Random,913,11563700,4500
Closest Pair: set2 - Random,914,10125200,4600
Closest Pair: set2 - Random,915,11125900,4700
Closest Pair: set2 - Random,916,10738300,4800
Closest Pair: set2 - Random,917,12221700,4900
Closest Pair: set2 - Random,918,11862400,5000
Closest Pair: set2 - Random,919,13191400,5100
Closest Pair: set2 - Random,920,13590900,5200
Closest Pair: set2 - Random,921,15249500,5300
Closest Pair: set2 - Random,922,14363600,5400
Closest Pair: set2 - Random,923,15246900,5500
Closest Pair: set2 - Random,924,17429900,5600
Closest Pair: set2 - Random,925,14090800,5700
Closest Pair: set2 - Random,926,18582800,5800
Closest Pair: set2 - Random,927,17203500,5900
Closest Pair: set2 - Random,928,16308200,6000
Closest Pair: set2 - Random,929,18205500,6100
Closest Pair: set2 - Random,930,17172500,6200
Closest Pair: set2 - Random,931,18861500,6300
Closest Pair: set2 - Random,932,18809900,6400
Closest Pair: set2 - Random,933,22006400,6500
Closest Pair: set2 - Random,934,20322800,6600
Closest Pair: set2 - Random,935,21285900,6700
Closest Pair: set2 - Random,936,22900800,6800
Closest Pair: set2 - Random,937,24038800,6900
Closest Pair: set2 - Random,938,24424500,7000
Closest Pair: set2 - Random,939,26554800,7100
Closest Pair: set2 - Random,940,29447800,7200
Closest Pair: set2 - Random,941,25397700,7300
Closest Pair: set2 - Random,942,28106600,7400
Closest Pair: set2 - Random,943,25775000,7500
Closest Pair: set2 - Random,944,29834100,7600
Closest Pair: set2 - Random,945,28251500,7700
Closest Pair: set2 - Random,946,39608700,7800
Closest Pair: set2 - Random,947,26776300,7900
Closest Pair: set2 - Random,948,29325000,8000
Closest Pair: set2 - Random,949,30690200,8100
Closest Pair: set2 - Random,950,34195200,8200
Closest Pair: set2 - Random,951,29480400,8300
Closest Pair: set2 - Random,952,33437700,8400
Closest Pair: set2 - Random,953,34325900,8500
Closest Pair: set2 - Random,954,33038700,8600
Closest Pair: set2 - Random,955,34172200,8700
Closest Pair: set2 - Random,956,43263700,8800
Closest Pair: set2 - Random,957,37626100,8900
Closest Pair: set2 - Random,958,48827600,9000
Closest Pair: set2 - Random,959,44739400,9100
Closest Pair: set2 - Random,960,40172300,9200
Closest Pair: set2 - Random,961,40293900,9300
Closest Pair: set2 - Random,962,44435700,9400
Closest Pair: set2 - Random,963,44010200,9500
Closest Pair: set2 - Random,964,42855900,9600
Closest Pair: set2 - Random,965,47653100,9700
Closest Pair: set2 - Random,966,47137800,9800
Closest Pair: set2 - Random,967,46062900,9900
Closest Pair: set2 - Random,968,50277000,10000
Closest Pair: set2 - First,969,107700,100
Closest Pair: set2 - First,970,306400,200
Closest Pair: set2 - First,971,636700,300
Closest Pair: set2 - First,972,1348600,400
Closest Pair: set2 - First,973,1848000,500
Closest Pair: set2 - First,974,2810900,600
Closest Pair: set2 - First,975,3457300,700
Closest Pair: set2 - First,976,4781500,800
Closest Pair: set2 - First,977,6316500,900
Closest Pair: set2 - First,978,7849100,1000
Closest Pair: set2 - First,979,9369400,1100
Closest Pair: set2 - First,980,10591200,1200
Closest Pair: set2 - First,981,12686400,1300
Closest Pair: set2 - First,982,15234400,1400
Closest Pair: set2 - First,983,18183600,1500
Closest Pair: set2 - First,984,17112800,1600
Closest Pair: set2 - First,985,19361300,1700
Closest Pair: set2 - First,986,21240900,1800
Closest Pair: set2 - First,987,26515500,1900
Closest Pair: set2 - First,988,29170800,2000
Closest Pair: set2 - First,989,30129400,2100
Closest Pair: set2 - First,990,32272400,2200
Closest Pair: set2 - First,991,33575200,2300
Closest Pair: set2 - First,992,38790200,2400
Closest Pair: set2 - First,993,42447200,2500
Closest Pair: set2 - First,994,44402800,2600
Closest Pair: set2 - First,995,48872800,2700
Closest Pair: set2 - First,996,54133400,2800
Closest Pair: set2 - First,997,56963700,2900
Closest Pair: set2 - First,998,61571300,3000
Closest Pair: set2 - First,999,65753200,3100
Closest Pair: set2 - First,1000,72509000,3200
Closest Pair: set2 - First,1001,80282100,3300
Closest Pair: set2 - First,1002,88154900,3400
Closest Pair: set2 - First,1003,91493300,3500
Closest Pair: set2 - First,1004,91938100,3600
Closest Pair: set2 - First,1005,90957200,3700
Closest Pair: set2 - First,1006,96789700,3800
Closest Pair: set2 - First,1007,116403700,3900
Closest Pair: set2 - First,1008,114296200,4000
Closest Pair: set2 - First,1009,111450300,4100
Closest Pair: set2 - First,1010,146386500,4200
Closest Pair: set2 - First,1011,139191100,4300
Closest Pair: set2 - First,1012,142438100,4400
Closest Pair: set2 - First,1013,146482400,4500
Closest Pair: set2 - First,1014,147258200,4600
Closest Pair: set2 - First,1015,154565900,4700
Closest Pair: set2 - First,1016,156541300,4800
Closest Pair: set2 - First,1017,160731900,4900
Closest Pair: set2 - First,1018,174676600,5000
Closest Pair: set2 - First,1019,177657100,5100
Closest Pair: set2 - First,1020,175775000,5200
Closest Pair: set2 - First,1021,178948900,5300
Closest Pair: set2 - First,1022,196441100,5400
Closest Pair: set2 - First,1023,223938700,5500
Closest Pair: set2 - First,1024,249370300,5600
Closest Pair: set2 - First,1025,228356900,5700
Closest Pair: set2 - First,1026,233669200,5800
Closest Pair: set2 - First,1027,225060900,5900
Closest Pair: set2 - First,1028,236186300,6000
Closest Pair: set2 - First,1029,270411000,6100
Closest Pair: set2 - First,1030,292984200,6200
Closest Pair: set2 - First,1031,276002500,6300
Closest Pair: set2 - First,1032,279548700,6400
Closest Pair: set2 - First,1033,276081600,6500
Closest Pair: set2 - First,1034,315236400,6600
Closest Pair: set2 - First,1035,306877300,6700
Closest Pair: set2 - First,1036,328540600,6800
Closest Pair: set2 - First,1037,337687500,6900
Closest Pair: set2 - First,1038,335746400,7000
Closest Pair: set2 - First,1039,353987000,7100
Closest Pair: set2 - First,1040,369352800,7200
Closest Pair: set2 - First,1041,347600900,7300
Closest Pair: set2 - First,1042,355981600,7400
Closest Pair: set2 - First,1043,432937800,7500
Closest Pair: set2 - First,1044,383070300,7600
Closest Pair: set2 - First,1045,415005100,7700
Closest Pair: set2 - First,1046,389899300,7800
Closest Pair: set2 - First,1047,404211500,7900
Closest Pair: set2 - First,1048,412142400,8000
Closest Pair: set2 - First,1049,500869500,8100
Closest Pair: set2 - First,1050,566815500,8200
Closest Pair: set2 - First,1051,524555000,8300
Closest Pair: set2 - First,1052,517449900,8400
Closest Pair: set2 - First,1053,531696100,8500
Closest Pair: set2 - First,1054,542875900,8600
Closest Pair: set2 - First,1055,551152300,8700
Closest Pair: set2 - First,1056,544395100,8800
Closest Pair: set2 - First,1057,552949300,8900
Closest Pair: set2 - First,1058,600318600,9000
Closest Pair: set2 - First,1059,581797000,9100
Closest Pair: set2 - First,1060,589209000,9200
Closest Pair: set2 - First,1061,744553000,9300
Closest Pair: set2 - First,1062,581057700,9400
Closest Pair: set2 - First,1063,605431800,9500
Closest Pair: set2 - First,1064,614047400,9600
Closest Pair: set2 - First,1065,721190100,9700
Closest Pair: set2 - First,1066,666561200,9800
Closest Pair: set2 - First,1067,653569300,9900
Closest Pair: set2 - First,1068,747471000,10000
Closest Pair: set2 - Median Of Three,1069,68700,100
Closest Pair: set2 - Median Of Three,1070,77400,200
Closest Pair: set2 - Median Of Three,1071,125500,300
Closest Pair: set2 - Median Of Three,1072,185900,400
Closest Pair: set2 - Median Of Three,1073,234800,500
Closest Pair: set2 - Median Of Three,1074,301800,600
Closest Pair: set2 - Median Of Three,1075,419800,700
Closest Pair: set2 - Median Of Three,1076,461100,800
Closest Pair: set2 - Median Of Three,1077,694200,900
Closest Pair: set2 - Median Of Three,1078,646100,1000
Closest Pair: set2 - Median Of Three,1079,776000,1100
Closest Pair: set2 - Median Of Three,1080,913900,1200
Closest Pair: set2 - Median Of Three,1081,1070600,1300
Closest Pair: set2 - Median Of Three,1082,1163400,1400
Closest Pair: set2 - Median Of Three,1083,1324000,1500
Closest Pair: set2 - Median Of Three,1084,1452800,1600
Closest Pair: set2 - Median Of Three,1085,1588000,1700
Closest Pair: set2 - Median Of Three,1086,1784600,1800
Closest Pair: set2 - Median Of Three,1087,1970300,1900
Closest Pair: set2 - Median Of Three,1088,2239500,2000
Closest Pair: set2 - Median Of Three,1089,2242400,2100
Closest Pair: set2 - Median Of Three,1090,2106400,2200
Closest Pair: set2 - Median Of Three,1091,2274600,2300
Closest Pair: set2 - Median Of Three,1092,3309600,2400
Closest Pair: set2 - Median Of Three,1093,3166400,2500
Closest Pair: set2 - Median Of Three,1094,3530600,2600
Closest Pair: set2 - Median Of Three,1095,4007000,2700
Closest Pair: set2 - Median Of Three,1096,4086100,2800
Closest Pair: set2 - Median Of Three,1097,5491800,2900
Closest Pair: set2 - Median Of Three,1098,4498100,3000
Closest Pair: set2 - Median Of Three,1099,4511400,3100
Closest Pair: set2 - Median Of Three,1100,4468100,3200
Closest Pair: set2 - Median Of Three,1101,7350300,3300
Closest Pair: set2 - Median Of Three,1102,5349500,3400
Closest Pair: set2 - Median Of Three,1103,6220400,3500
Closest Pair: set2 - Median Of Three,1104,5941000,3600
Closest Pair: set2 - Median Of Three,1105,7780400,3700
Closest Pair: set2 - Median Of Three,1106,6065400,3800
Closest Pair: set2 - Median Of Three,1107,7723600,3900
Closest Pair: set2 - Median Of Three,1108,5895800,4000
Closest Pair: set2 - Median Of Three,1109,6929400,4100
Closest Pair: set2 - Median Of Three,1110,8913200,4200
Closest Pair: set2 - Median Of Three,1111,8766000,4300
Closest Pair: set2 - Median Of Three,1112,7488300,4400
Closest Pair: set2 - Median Of Three,1113,8148200,4500
Closest Pair: set2 - Median Of Three,1114,9479500,4600
Closest Pair: set2 - Median Of Three,1115,10278900,4700
Closest Pair: set2 - Median Of Three,1116,14656300,4800
Closest Pair: set2 - Median Of Three,1117,10644700,4900
Closest Pair: set2 - Median Of Three,1118,11492900,5000
Closest Pair: set2 - Median Of Three,1119,10424600,5100
Closest Pair: set2 - Median Of Three,1120,12619500,5200
Closest Pair: set2 - Median Of Three,1121,12261900,5300
Closest Pair: set2 - Median Of Three,1122,12956300,5400
Closest Pair: set2 - Median Of Three,1123,12720400,5500
Closest Pair: set2 - Median Of Three,1124,13833900,5600
Closest Pair: set2 - Median Of Three,1125,15137100,5700
Closest Pair: set2 - Median Of Three,1126,13929600,5800
Closest Pair: set2 - Median Of Three,1127,15008500,5900
Closest Pair: set2 - Median Of Three,1128,14602600,6000
Closest Pair: set2 - Median Of Three,1129,15883900,6100
Closest Pair: set2 - Median Of Three,1130,16186800,6200
Closest Pair: set2 - Median Of Three,1131,15605700,6300
Closest Pair: set2 - Median Of Three,1132,16415100,6400
Closest Pair: set2 - Median Of Three,1133,20314600,6500
Closest Pair: set2 - Median Of Three,1134,18989500,6600
Closest Pair: set2 - Median Of Three,1135,19560700,6700
Closest Pair: set2 - Median Of Three,1136,19578400,6800
Closest Pair: set2 - Median Of Three,1137,21192200,6900
Closest Pair: set2 - Median Of Three,1138,17571200,7000
Closest Pair: set2 - Median Of Three,1139,21846300,7100
Closest Pair: set2 - Median Of Three,1140,19065000,7200
Closest Pair: set2 - Median Of Three,1141,18688600,7300
Closest Pair: set2 - Median Of Three,1142,20739400,7400
Closest Pair: set2 - Median Of Three,1143,20675100,7500
Closest Pair: set2 - Median Of Three,1144,23017200,7600
Closest Pair: set2 - Median Of Three,1145,21385700,7700
Closest Pair: set2 - Median Of Three,1146,22291900,7800
Closest Pair: set2 - Median Of Three,1147,22276200,7900
Closest Pair: set2 - Median Of Three,1148,23629000,8000
Closest Pair: set2 - Median Of Three,1149,23431200,8100
Closest Pair: set2 - Median Of Three,1150,24728400,8200
Closest Pair: set2 - Median Of Three,1151,24268600,8300
Closest Pair: set2 - Median Of Three,1152,26418300,8400
Closest Pair: set2 - Median Of Three,1153,28186600,8500
Closest Pair: set2 - Median Of Three,1154,30040200,8600
Closest Pair: set2 - Median Of Three,1155,30233100,8700
Closest Pair: set2 - Median Of Three,1156,33076200,8800
Closest Pair: set2 - Median Of Three,1157,31355100,8900
Closest Pair: set2 - Median Of Three,1158,32143900,9000
Closest Pair: set2 - Median Of Three,1159,37918100,9100
Closest Pair: set2 - Median Of Three,1160,33290500,9200
Closest Pair: set2 - Median Of Three,1161,34313500,9300
Closest Pair: set2 - Median Of Three,1162,35455100,9400
Closest Pair: set2 - Median Of Three,1163,36755500,9500
Closest Pair: set2 - Median Of Three,1164,39663800,9600
Closest Pair: set2 - Median Of Three,1165,38324800,9700
Closest Pair: set2 - Median Of Three,1166,40019800,9800
Closest Pair: set2 - Median Of Three,1167,41319700,9900
Closest Pair: set2 - Median Of Three,1168,45202900,10000
Closest Pair: set2 - Brute Force,1169,19700,100
Closest Pair: set2 - Brute Force,1170,89900,200
Closest Pair: set2 - Brute Force,1171,180600,300
Closest Pair: set2 - Brute Force,1172,317800,400
Closest Pair: set2 - Brute Force,1173,479100,500
Closest Pair: set2 - Brute Force,1174,702400,600
Closest Pair: set2 - Brute Force,1175,955200,700
Closest Pair: set2 - Brute Force,1176,1240100,800
Closest Pair: set2 - Brute Force,1177,1575700,900
Closest Pair: set2 - Brute Force,1178,1946700,1000
Closest Pair: set2 - Brute Force,1179,2500100,1100
Closest Pair: set2 - Brute Force,1180,2959600,1200
Closest Pair: set2 - Brute Force,1181,3459400,1300
Closest Pair: set2 - Brute Force,1182,4123400,1400
Closest Pair: set2 - Brute Force,1183,4434300,1500
Closest Pair: set2 - Brute Force,1184,5132900,1600
Closest Pair: set2 - Brute Force,1185,5809300,1700
Closest Pair: set2 - Brute Force,1186,5583800,1800
Closest Pair: set2 - Brute Force,1187,6621500,1900
Closest Pair: set2 - Brute Force,1188,7589800,2000
Closest Pair: set2 - Brute Force,1189,8445300,2100
Closest Pair: set2 - Brute Force,1190,10162600,2200
Closest Pair: set2 - Brute Force,1191,10928800,2300
Closest Pair: set2 - Brute Force,1192,11887500,2400
Closest Pair: set2 - Brute Force,1193,13386800,2500
Closest Pair: set2 - Brute Force,1194,14464900,2600
Closest Pair: set2 - Brute Force,1195,16658200,2700
Closest Pair: set2 - Brute Force,1196,19462500,2800
Closest Pair: set2 - Brute Force,1197,17187200,2900
Closest Pair: set2 - Brute Force,1198,16311100,3000
Closest Pair: set2 - Brute Force,1199,17965800,3100
Closest Pair: set2 - Brute Force,1200,19024700,3200
Closest Pair: set2 - Brute Force,1201,23749500,3300
Closest Pair: set2 - Brute Force,1202,22157400,3400
Closest Pair: set2 - Brute Force,1203,22387000,3500
Closest Pair: set2 - Brute Force,1204,25784200,3600
Closest Pair: set2 - Brute Force,1205,31924000,3700
Closest Pair: set2 - Brute Force,1206,29868200,3800
Closest Pair: set2 - Brute Force,1207,30621200,3900
Closest Pair: set2 - Brute Force,1208,31800400,4000
Closest Pair: set2 - Brute Force,1209,33204400,4100
Closest Pair: set2 - Brute Force,1210,33506500,4200
Closest Pair: set2 - Brute Force,1211,39071100,4300
Closest Pair: set2 - Brute Force,1212,39807400,4400
Closest Pair: set2 - Brute Force,1213,43288600,4500
Closest Pair: set2 - Brute Force,1214,43132600,4600
Closest Pair: set2 - Brute Force,1215,43913600,4700
Closest Pair: set2 - Brute Force,1216,44936500,4800
Closest Pair: set2 - Brute Force,1217,49429300,4900
Closest Pair: set2 - Brute Force,1218,55147900,5000
Closest Pair: set2 - Brute Force,1219,58603900,5100
Closest Pair: set2 - Brute Force,1220,61447200,5200
Closest Pair: set2 - Brute Force,1221,65214800,5300
Closest Pair: set2 - Brute Force,1222,68421500,5400
Closest Pair: set2 - Brute Force,1223,68494800,5500
Closest Pair: set2 - Brute Force,1224,65847200,5600
Closest Pair: set2 - Brute Force,1225,71329000,5700
Closest Pair: set2 - Brute Force,1226,66579400,5800
Closest Pair: set2 - Brute Force,1227,69451800,5900
Closest Pair: set2 - Brute Force,1228,71367900,6000
Closest Pair: set2 - Brute Force,1229,81014300,6100
Closest Pair: set2 - Brute Force,1230,76572200,6200
Closest Pair: set2 - Brute Force,1231,81607100,6300
Closest Pair: set2 - Brute Force,1232,85028000,6400
Closest Pair: set2 - Brute Force,1233,84795700,6500
Closest Pair: set2 - Brute Force,1234,86625700,6600
Closest Pair: set2 - Brute Force,1235,89891800,6700
Closest Pair: set2 - Brute Force,1236,96167200,6800
Closest Pair: set2 - Brute Force,1237,105062500,6900
Closest Pair: set2 - Brute Force,1238,112657900,7000
Closest Pair: set2 - Brute Force,1239,121852200,7100
Closest Pair: set2 - Brute Force,1240,123383800,7200
Closest Pair: set2 - Brute Force,1241,115435500,7300
Closest Pair: set2 - Brute Force,1242,121811800,7400
Closest Pair: set2 - Brute Force,1243,125937500,7500
Closest Pair: set2 - Brute Force,1244,125195500,7600
Closest Pair: set2 - Brute Force,1245,133080000,7700
Closest Pair: set2 - Brute Force,1246,135137600,7800
Closest Pair: set2 - Brute Force,1247,133146800,7900
Closest Pair: set2 - Brute Force,1248,143672000,8000
Closest Pair: set2 - Brute Force,1249,160542500,8100
Closest Pair: set2 - Brute Force,1250,141710900,8200
Closest Pair: set2 - Brute Force,1251,143873300,8300
Closest Pair: set2 - Brute Force,1252,160328900,8400
Closest Pair: set2 - Brute Force,1253,152876900,8500
Closest Pair: set2 - Brute Force,1254,161875200,8600
Closest Pair: set2 - Brute Force,1255,157343700,8700
Closest Pair: set2 - Brute Force,1256,174543100,8800
Closest Pair: set2 - Brute Force,1257,175778800,8900
Closest Pair: set2 - Brute Force,1258,194628100,9000
Closest Pair: set2 - Brute Force,1259,178323000,9100
Closest Pair: set2 - Brute Force,1260,194883100,9200
Closest Pair: set2 - Brute Force,1261,189210100,9300
Closest Pair: set2 - Brute Force,1262,179636700,9400
Closest Pair: set2 - Brute Force,1263,194904000,9500
Closest Pair: set2 - Brute Force,1264,190139600,9600
Closest Pair: set2 - Brute Force,1265,208478700,9700
Closest Pair: set2 - Brute Force,1266,234111800,9800
Closest Pair: set2 - Brute Force,1267,222722200,9900
Closest Pair: set2 - Brute Force,1268,244554800,10000
